"Latest: Time (s)","Latest: Position (m)"
9.580626,0.682227
9.612884,0.6775965
9.645142,0.672623
9.6774,0.667478
9.709658,0.662333
9.741916,0.657188
9.774174,0.6525575
9.806432,0.647584
9.83869,0.6432965
9.870948,0.6395235
9.903206,0.6367795
9.935464,0.63455
9.967722,0.6336925
9.99998,0.634207
10.032238,0.636608
10.064496,0.6412385
10.096754,0.6467265
10.129012,0.6542725
10.16127,0.6621615
10.193528,0.670908
10.225786,0.679826
10.258044,0.6889155
10.290302,0.6971475
10.32256,0.7040075
10.354818,0.709667
10.387076,0.7132685
10.419334,0.715498
10.451592,0.7146405
10.48385,0.7112105
10.516108,0.705894
10.548366,0.700749
10.580624,0.6961185
10.612882,0.691145
10.64514,0.686
10.677398,0.6806835
10.709656,0.67571
10.741914,0.670908
10.774172,0.6655915
10.80643,0.660275
10.838688,0.65513
10.870946,0.6501565
10.903204,0.6463835
10.935462,0.643125
10.96772,0.64141
10.999978,0.641067
11.032236,0.6426105
11.064494,0.645183
11.096752,0.648956
11.12901,0.6539295
11.161268,0.660275
11.193526,0.667478
11.225784,0.673995
11.258042,0.6799975
11.2903,0.685314
11.322558,0.68943
11.354816,0.6926885
11.387074,0.694232
11.419332,0.694575
11.45159,0.693203
11.483848,0.690459
11.516106,0.6868575
11.548364,0.6817125
11.580622,0.676396
