"Latest: Time (s)","Latest: Position (m)"
5.129022,0.67228
5.16128,0.669879
5.193538,0.665077
5.225796,0.6604465
5.258054,0.6553015
5.290312,0.650328
5.32257,0.6450115
5.354828,0.6398665
5.387086,0.6347215
5.419344,0.630091
5.451602,0.6251175
5.48386,0.6199725
5.516118,0.6148275
5.548376,0.609854
5.580634,0.604709
5.612892,0.6000785
5.64515,0.595105
5.677408,0.58996
5.709666,0.5853295
5.741924,0.5808705
5.774182,0.5767545
5.80644,0.5736675
5.838698,0.5712665
5.870956,0.5698945
5.903214,0.5695515
5.935472,0.5705805
5.96773,0.573496
5.999988,0.5781265
6.032246,0.583786
6.064504,0.5908175
6.096762,0.598535
6.12902,0.6069385
6.161278,0.6155135
6.193536,0.6244315
6.225794,0.633178
6.258052,0.6412385
6.29031,0.647927
6.322568,0.6535865
6.354826,0.658217
6.387084,0.661304
6.419342,0.6621615
6.4516,0.660961
6.483858,0.6570165
6.516116,0.6518715
6.548374,0.6467265
6.580632,0.641753
6.61289,0.636608
6.645148,0.632149
6.677406,0.627004
6.709664,0.6220305
6.741922,0.617057
6.77418,0.611912
6.806438,0.606767
6.838696,0.602308
6.870954,0.597163
6.903212,0.592018
6.93547,0.5870445
6.967728,0.5825855
6.999986,0.578984
7.032244,0.576926
7.064502,0.575554
7.09676,0.5753825
7.129018,0.576583
7.161276,0.578984
7.193534,0.582757
7.225792,0.587902
7.25805,0.594076
7.290308,0.6007645
7.322566,0.6079675
7.354824,0.615685
7.387082,0.6237455
7.41934,0.631463
7.451598,0.639009
7.483856,0.645183
7.516114,0.6501565
7.548372,0.6532435
7.58063,0.6542725
7.612888,0.653072
7.645146,0.6498135
7.677404,0.6446685
7.709662,0.6395235
7.74192,0.634207
7.774178,0.6292335
7.806436,0.6240885
7.838694,0.618772
7.870952,0.6141415
7.90321,0.6089965
7.935468,0.6038515
7.967726,0.5987065
7.999984,0.5935615
8.032242,0.5884165
8.0645,0.583443
8.096758,0.5788125
8.129016,0.573839
8.161274,0.568694
8.193532,0.563892
8.22579,0.5589185
8.258048,0.554288
8.290306,0.550858
8.322564,0.5479425
8.354822,0.5458845
8.38708,0.5451985
8.419338,0.546056
8.451596,0.548457
8.483854,0.553259
8.516112,0.55909
8.54837,0.566293
8.580628,0.5743535
8.612886,0.5832715
8.645144,0.592361
8.677402,0.601965
8.70966,0.61054
8.741918,0.618086
8.774176,0.6247745
8.806434,0.630091
8.838692,0.6340355
8.87095,0.6367795
8.903208,0.6378085
8.935466,0.637294
8.967724,0.6350645
8.999982,0.631463
9.03224,0.6264895
9.064498,0.621859
9.096756,0.6168855
9.129014,0.6117405
9.161272,0.6065955
9.19353,0.6014505
9.225788,0.5963055
9.258046,0.5911605
9.290304,0.585844
9.322562,0.581042
9.35482,0.5760685
9.387078,0.5712665
9.419336,0.566979
9.451594,0.5633775
9.483852,0.560805
9.51611,0.559776
9.548368,0.5596045
9.580626,0.5609765
9.612884,0.5637205
9.645142,0.5678365
9.6774,0.573153
9.709658,0.57967
9.741916,0.5867015
9.774174,0.594419
9.806432,0.602994
9.83869,0.611912
9.870948,0.6203155
9.903206,0.628033
9.935464,0.6340355
9.967722,0.6388375
9.99998,0.642439
10.032238,0.64484
10.064496,0.6453545
10.096754,0.644497
10.129012,0.641067
10.16127,0.635579
10.193528,0.630434
10.225786,0.6254605
10.258044,0.6203155
10.290302,0.615685
10.32256,0.61054
10.354818,0.605395
10.387076,0.60025
10.419334,0.595105
10.451592,0.590303
10.48385,0.585501
10.516108,0.5815565
10.548366,0.5774405
10.580624,0.573496
10.612882,0.5698945
10.64514,0.566979
10.677398,0.5647495
10.709656,0.5640635
10.741914,0.5640635
10.774172,0.5654355
10.80643,0.5685225
10.838688,0.5733245
10.870946,0.5794985
10.903204,0.587216
10.935462,0.5952765
10.96772,0.6038515
10.999978,0.6127695
11.032236,0.6220305
11.064494,0.6309485
11.096752,0.6395235
11.12901,0.647241
11.161268,0.6542725
11.193526,0.6594175
11.225784,0.662676
11.258042,0.664048
11.2903,0.6631905
11.322558,0.6604465
11.354816,0.656159
11.387074,0.651014
11.419332,0.646212
11.45159,0.641067
11.483848,0.635922
11.516106,0.630777
11.548364,0.6261465
11.580622,0.6210015
11.61288,0.615685
11.645138,0.61054
11.677396,0.605395
11.709654,0.6000785
11.741912,0.5952765
11.77417,0.5901315
11.806428,0.585158
11.838686,0.580356
11.870944,0.5764115
11.903202,0.5733245
11.93546,0.571781
11.967718,0.571095
11.999976,0.571781
12.032234,0.5740105
12.064492,0.5777835
12.09675,0.582757
12.129008,0.589274
12.161266,0.5959625
12.193524,0.60368
12.225782,0.611912
12.25804,0.620487
12.290298,0.6288905
12.322556,0.6374655
12.354814,0.6450115
12.387072,0.6517
12.41933,0.6570165
12.451588,0.661304
12.483846,0.664048
12.516104,0.665077
12.548362,0.664734
12.58062,0.6621615
12.612878,0.657874
12.645136,0.6525575
12.677394,0.6474125
12.709652,0.6422675
12.74191,0.6371225
12.774168,0.6326635
12.806426,0.6275185
12.838684,0.6223735
12.870942,0.6172285
12.9032,0.6124265
12.935458,0.6072815
12.967716,0.6021365
12.999974,0.5976775
13.032232,0.5925325
13.06449,0.587902
13.096748,0.5836145
13.129006,0.580013
13.161264,0.577269
13.193522,0.575897
13.22578,0.575211
13.258038,0.575897
13.290296,0.577612
13.322554,0.581042
13.354812,0.585501
13.38707,0.591675
13.419328,0.598535
13.451586,0.606081
13.483844,0.613627
13.516102,0.6216875
13.54836,0.629405
13.580618,0.636951
13.612876,0.643125
13.645134,0.648613
13.677392,0.653072
13.70965,0.656159
13.741908,0.657874
13.774166,0.6583885
13.806424,0.656845
13.838682,0.6539295
13.87094,0.649299
13.903198,0.6443255
13.935456,0.639352
13.967714,0.6347215
13.999972,0.629748
14.03223,0.624603
14.064488,0.619458
14.096746,0.614656
14.129004,0.6096825
14.161262,0.605052
14.19352,0.6000785
14.225778,0.5949335
14.258036,0.5904745
14.290294,0.586187
14.322552,0.5825855
14.35481,0.5794985
14.387068,0.577612
14.419326,0.5760685
14.451584,0.5757255
14.483842,0.576583
14.5161,0.5788125
14.548358,0.5825855
14.580616,0.5873875
14.612874,0.5935615
14.645132,0.60025
14.67739,0.607453
14.709648,0.6151705
14.741906,0.6230595
14.774164,0.63112
14.806422,0.638666
14.83868,0.646212
14.870938,0.6525575
14.903196,0.6580455
14.935454,0.6618185
14.967712,0.6635335
14.99997,0.663019
15.032228,0.6597605
15.064486,0.6546155
15.096744,0.6494705
15.129002,0.644497
15.16126,0.6395235
15.193518,0.63455
15.225776,0.629748
15.258034,0.6247745
15.290292,0.619801
15.32255,0.6148275
15.354808,0.609854
15.387066,0.604709
15.419324,0.60025
15.451582,0.595448
15.48384,0.591332
15.516098,0.587902
15.548356,0.5853295
15.580614,0.583786
15.612872,0.583786
15.64513,0.5846435
15.677388,0.5867015
15.709646,0.5897885
15.741904,0.5939045
15.774162,0.598535
15.80642,0.60368
15.838678,0.6079675
15.870936,0.611912
15.903194,0.615342
15.935452,0.618086
15.96771,0.6203155
15.999968,0.621859
16.032226,0.6234025
16.064484,0.623917
16.096742,0.623231
16.129,0.621173
16.161258,0.6174
16.193516,0.6124265
16.225774,0.6079675
16.258032,0.6028225
16.29029,0.597849
16.322548,0.5928755
16.354806,0.588245
16.387064,0.584129
16.419322,0.5805275
16.45158,0.5767545
16.483838,0.57281
16.516096,0.5692085
16.548354,0.5661215
16.580612,0.563892
16.61287,0.5626915
16.645128,0.5623485
16.677386,0.5637205
16.709644,0.5661215
16.741902,0.570409
16.77416,0.575897
16.806418,0.582071
16.838676,0.5887595
16.870934,0.5963055
16.903192,0.6038515
16.93545,0.611569
16.967708,0.6196295
16.999966,0.6278615
17.032224,0.6357505
17.064482,0.6432965
17.09674,0.6494705
17.128998,0.654787
17.161256,0.6583885
17.193514,0.6604465
17.225772,0.660618
17.25803,0.659246
17.290288,0.655473
17.322546,0.650328
17.354804,0.645183
17.387062,0.6402095
17.41932,0.635236
17.451578,0.630091
17.483836,0.625632
17.516094,0.620487
17.548352,0.6155135
17.58061,0.6103685
17.612868,0.605395
17.645126,0.60025
17.677384,0.595448
17.709642,0.590646
17.7419,0.585844
17.774158,0.5812135
17.806416,0.5770975
17.838674,0.573496
17.870932,0.571095
17.90319,0.56938
17.935448,0.568694
17.967706,0.56938
17.999964,0.5716095
18.032222,0.5753825
18.06448,0.5808705
18.096738,0.5867015
18.128996,0.593733
18.161254,0.601622
18.193512,0.609854
18.22577,0.618772
18.258028,0.6285475
18.290286,0.637637
18.322544,0.646212
18.354802,0.654101
18.38706,0.660961
18.419318,0.6662775
18.451576,0.6697075
18.483834,0.6717655
18.516092,0.6714225
18.54835,0.66885
18.580608,0.664048
18.612866,0.658903
18.645124,0.653758
18.677382,0.6491275
18.70964,0.6439825
