"Latest: Time (s)","Latest: Position (m)"
7.193534,0.6227165
7.225792,0.620144
7.25805,0.6189435
7.290308,0.6192865
7.322566,0.6213445
7.354824,0.624603
7.387082,0.6288905
7.41934,0.6347215
7.451598,0.6415815
7.483856,0.649642
7.516114,0.6577025
7.548372,0.666106
7.58063,0.6738235
7.612888,0.6810265
7.645146,0.6875435
7.677404,0.6923455
7.709662,0.695604
7.74192,0.697319
7.774178,0.697319
7.806436,0.695261
7.838694,0.6913165
7.870952,0.686
7.90321,0.680855
7.935468,0.6755385
7.967726,0.670222
7.999984,0.66542
8.032242,0.660275
8.0645,0.65513
8.096758,0.6501565
8.129016,0.645183
8.161274,0.6405525
8.193532,0.635579
8.22579,0.63112
8.258048,0.6271755
8.290306,0.6240885
8.322564,0.6220305
8.354822,0.6210015
8.38708,0.6216875
8.419338,0.6234025
8.451596,0.6268325
8.483854,0.6312915
8.516112,0.6371225
8.54837,0.6443255
8.580628,0.6518715
8.612886,0.659246
8.645144,0.666792
8.677402,0.673995
8.70966,0.680855
8.741918,0.6861715
8.774176,0.68943
8.806434,0.690459
8.838692,0.689087
8.87095,0.685657
8.903208,0.6803405
8.935466,0.6751955
8.967724,0.669879
8.999982,0.6649055
9.03224,0.659932
9.064498,0.65513
9.096756,0.6501565
9.129014,0.6450115
9.161272,0.6398665
9.19353,0.634893
9.225788,0.630091
9.258046,0.625289
9.290304,0.62083
9.322562,0.6172285
9.35482,0.6148275
9.387078,0.6141415
9.419336,0.614656
9.451594,0.617057
9.483852,0.621173
9.51611,0.626661
9.548368,0.633178
9.580626,0.640038
9.612884,0.6474125
9.645142,0.6553015
9.6774,0.6628475
9.709658,0.6703935
9.741916,0.676739
9.774174,0.6817125
9.806432,0.6847995
9.83869,0.6861715
9.870948,0.6851425
9.903206,0.6817125
9.935464,0.6769105
9.967722,0.6717655
9.99998,0.6666205
10.032238,0.6614755
10.064496,0.656502
10.096754,0.6517
10.129012,0.6463835
10.16127,0.6412385
10.193528,0.6360935
10.225786,0.6309485
10.258044,0.625975
10.290302,0.62083
10.32256,0.6161995
10.354818,0.6124265
10.387076,0.6096825
10.419334,0.608482
10.451592,0.6089965
10.48385,0.61054
10.516108,0.6137985
10.548366,0.6182575
10.580624,0.623917
10.612882,0.63112
10.64514,0.6388375
10.677398,0.647241
10.709656,0.6553015
10.741914,0.663362
10.774172,0.671937
10.80643,0.6793115
10.838688,0.684971
10.870946,0.68943
10.903204,0.6923455
10.935462,0.693889
10.96772,0.6926885
10.999978,0.689773
11.032236,0.6844565
11.064494,0.6793115
11.096752,0.6741665
11.12901,0.669536
11.161268,0.664391
11.193526,0.659246
11.225784,0.654101
11.258042,0.649299
11.2903,0.6446685
11.322558,0.639695
11.354816,0.63455
11.387074,0.6295765
11.419332,0.6251175
11.45159,0.622202
11.483848,0.620144
11.516106,0.6192865
11.548364,0.6196295
11.580622,0.6206585
11.61288,0.6230595
11.645138,0.626661
11.677396,0.631806
11.709654,0.6378085
11.741912,0.6446685
11.77417,0.6517
11.806428,0.6590745
11.838686,0.666792
11.870944,0.6738235
11.903202,0.6803405
11.93546,0.6858285
11.967718,0.690459
11.999976,0.6940605
12.032234,0.6954325
12.064492,0.6950895
12.09675,0.693203
12.129008,0.6892585
12.161266,0.684628
12.193524,0.6796545
12.225782,0.674681
12.25804,0.669536
12.290298,0.664391
12.322556,0.659246
12.354814,0.6546155
12.387072,0.6494705
12.41933,0.644497
12.451588,0.6395235
12.483846,0.634893
12.516104,0.631463
12.548362,0.628719
12.58062,0.6268325
12.612878,0.6261465
12.645136,0.626661
12.677394,0.6288905
12.709652,0.631806
12.74191,0.636265
12.774168,0.641067
12.806426,0.646898
12.838684,0.6535865
12.870942,0.659932
12.9032,0.6662775
12.935458,0.67228
12.967716,0.677425
12.999974,0.681541
13.032232,0.684971
13.06449,0.6865145
13.096748,0.686686
13.129006,0.685314
13.161264,0.6823985
13.193522,0.6786255
13.22578,0.673309
13.258038,0.6679925
13.290296,0.6628475
13.322554,0.657531
13.354812,0.652386
13.38707,0.6474125
13.419328,0.642782
13.451586,0.6378085
13.483844,0.6330065
13.516102,0.6288905
13.54836,0.6254605
13.580618,0.623574
13.612876,0.6223735
13.645134,0.6223735
13.677392,0.6237455
13.70965,0.6264895
13.741908,0.6306055
13.774166,0.635579
13.806424,0.64141
13.838682,0.6477555
13.87094,0.654444
13.903198,0.661647
13.935456,0.667821
13.967714,0.672623
13.999972,0.67571
14.03223,0.676396
14.064488,0.674681
14.096746,0.670908
14.129004,0.6655915
14.161262,0.6604465
14.19352,0.65513
14.225778,0.649985
14.258036,0.645183
14.290294,0.640038
14.322552,0.634893
14.35481,0.629748
14.387068,0.6247745
14.419326,0.620144
14.451584,0.6151705
14.483842,0.61054
14.5161,0.6065955
14.548358,0.6035085
14.580616,0.6021365
14.612874,0.6017935
14.645132,0.6028225
14.67739,0.6052235
14.709648,0.608825
14.741906,0.61397
14.774164,0.6203155
14.806422,0.6268325
14.83868,0.633521
14.870938,0.640038
14.903196,0.645869
14.935454,0.6511855
14.967712,0.6542725
14.99997,0.6559875
15.032228,0.6559875
15.064486,0.654444
15.096744,0.6511855
15.129002,0.646212
15.16126,0.6415815
15.193518,0.6364365
15.225776,0.631463
15.258034,0.626318
15.290292,0.621173
15.32255,0.6165425
15.354808,0.6113975
15.387066,0.606424
15.419324,0.6017935
15.451582,0.597849
15.48384,0.5952765
15.516098,0.5935615
15.548356,0.5932185
15.580614,0.5942475
15.612872,0.597163
15.64513,0.6024795
15.677388,0.6089965
15.709646,0.617057
15.741904,0.626318
15.774162,0.6367795
15.80642,0.6477555
15.838678,0.659246
15.870936,0.6703935
15.903194,0.680855
15.935452,0.690459
15.96771,0.698691
15.999968,0.7057225
16.032226,0.7101815
16.064484,0.712411
16.096742,0.711725
16.129,0.7084665
16.161258,0.7036645
