"Latest: Time (s)","Latest: Position (m)"
12.870942,0.6885725
12.9032,0.6947465
12.935458,0.7019495
12.967716,0.710353
12.999974,0.7156695
13.032232,0.7180705
13.06449,0.718242
13.096748,0.716184
13.129006,0.7112105
13.161264,0.7067515
13.193522,0.701092
13.22578,0.69629
13.258038,0.690802
13.290296,0.6861715
13.322554,0.681198
13.354812,0.6738235
13.38707,0.6693645
13.419328,0.6659345
13.451586,0.664734
13.483844,0.664391
13.516102,0.6659345
13.54836,0.6686785
13.580618,0.6734805
13.612876,0.6793115
13.645134,0.686
13.677392,0.694232
13.70965,0.7026355
13.741908,0.711382
13.774166,0.7211575
13.806424,0.7280175
13.838682,0.733334
13.87094,0.736421
13.903198,0.7365925
13.935456,0.7338485
13.967714,0.729218
13.999972,0.724073
14.03223,0.719271
14.064488,0.7118965
14.096746,0.707266
14.129004,0.702121
14.161262,0.697319
14.19352,0.6923455
14.225778,0.687715
14.258036,0.6834275
14.290294,0.6803405
14.322552,0.6789685
14.35481,0.67914
14.387068,0.6813695
14.419326,0.685314
14.451584,0.691145
14.483842,0.698691
14.5161,0.7067515
14.548358,0.7170415
14.580616,0.7249305
14.612874,0.729561
14.645132,0.73745
14.67739,0.74088
14.709648,0.7424235
14.741906,0.7413945
14.774164,0.738479
14.806422,0.7307615
14.83868,0.7283605
14.870938,0.7208145
14.903196,0.718242
14.935454,0.7112105
14.967712,0.7060655
14.99997,0.7012635
15.032228,0.6964615
15.064486,0.692174
15.096744,0.6885725
15.129002,0.686686
15.16126,0.686
15.193518,0.687029
15.225776,0.689087
15.258034,0.6933745
15.290292,0.698691
15.32255,0.7050365
15.354808,0.711725
15.387066,0.7204715
15.419324,0.724759
15.451582,0.7317905
15.48384,0.736078
15.516098,0.738136
15.548356,0.738479
15.580614,0.7362495
15.612872,0.729904
15.64513,0.725102
15.677388,0.7197855
15.709646,0.7149835
15.741904,0.7098385
15.774162,0.7050365
15.80642,0.700063
15.838678,0.695947
15.870936,0.6923455
15.903194,0.6899445
15.935452,0.6892585
15.96771,0.689773
15.999968,0.6916595
16.032226,0.695261
