"Latest: Time (s)","Latest: Position (m)"
6.580632,0.6083105
6.61289,0.603337
6.645148,0.5987065
6.677406,0.5932185
6.709664,0.5887595
6.741922,0.583786
6.77418,0.578641
6.806438,0.5736675
6.838696,0.5685225
6.870954,0.5640635
6.903212,0.55909
6.93547,0.554631
6.967728,0.5510295
6.999986,0.5489715
7.032244,0.548114
7.064502,0.5496575
7.09676,0.5524015
7.129018,0.5568605
7.161276,0.5637205
7.193534,0.5722955
7.225792,0.5825855
7.25805,0.5935615
7.290308,0.6052235
7.322566,0.6174
7.354824,0.629748
7.387082,0.6422675
7.41934,0.6546155
7.451598,0.665763
7.483856,0.6758815
7.516114,0.6841135
7.548372,0.6906305
7.58063,0.695261
7.612888,0.697319
7.645146,0.696633
7.677404,0.69286
7.709662,0.687715
7.74192,0.6823985
7.774178,0.677768
7.806436,0.672623
7.838694,0.667478
7.870952,0.662676
7.90321,0.657531
7.935468,0.653072
7.967726,0.647927
7.999984,0.642782
8.032242,0.6374655
8.0645,0.6323205
8.096758,0.6271755
8.129016,0.622545
8.161274,0.6174
8.193532,0.612255
8.22579,0.607453
8.258048,0.6028225
8.290306,0.5990495
8.322564,0.5949335
8.354822,0.592704
8.38708,0.590989
8.419338,0.5904745
8.451596,0.5911605
8.483854,0.5935615
8.516112,0.5980205
8.54837,0.603337
8.580628,0.610197
8.612886,0.618086
8.645144,0.6264895
8.677402,0.635579
8.70966,0.645183
8.741918,0.654101
8.774176,0.6625045
8.806434,0.6697075
8.838692,0.6751955
8.87095,0.679483
8.903208,0.6817125
8.935466,0.6820555
8.967724,0.6799975
8.999982,0.6758815
9.03224,0.6707365
9.064498,0.666106
9.096756,0.660961
9.129014,0.655816
9.161272,0.650671
9.19353,0.645526
9.225788,0.640381
9.258046,0.635922
9.290304,0.630777
9.322562,0.625632
9.35482,0.620487
9.387078,0.6158565
9.419336,0.611569
9.451594,0.6072815
9.483852,0.6035085
9.51611,0.600593
9.548368,0.598535
9.580626,0.597506
9.612884,0.5983635
9.645142,0.599907
9.6774,0.602651
9.709658,0.606424
9.741916,0.611226
9.774174,0.6175715
9.806432,0.62426
9.83869,0.63112
9.870948,0.6381515
9.903206,0.6450115
9.935464,0.6518715
9.967722,0.6583885
9.99998,0.6638765
10.032238,0.6683355
10.064496,0.6710795
10.096754,0.6724515
10.129012,0.6717655
10.16127,0.6690215
10.193528,0.6645625
10.225786,0.659589
10.258044,0.6549585
10.290302,0.6498135
10.32256,0.64484
10.354818,0.640381
10.387076,0.6354075
10.419334,0.6302625
10.451592,0.625289
10.48385,0.6203155
10.516108,0.615342
10.548366,0.610883
10.580624,0.606424
10.612882,0.602651
10.64514,0.6000785
10.677398,0.5983635
10.709656,0.598535
10.741914,0.5997355
10.774172,0.602308
10.80643,0.605738
10.838688,0.6103685
10.870946,0.6158565
10.903204,0.622545
10.935462,0.629062
10.96772,0.635922
10.999978,0.642782
11.032236,0.649299
11.064494,0.655816
11.096752,0.6611325
11.12901,0.6652485
11.161268,0.6679925
11.193526,0.669193
11.225784,0.66885
11.258042,0.667135
11.2903,0.663362
11.322558,0.6583885
11.354816,0.653415
11.387074,0.648613
11.419332,0.644154
11.45159,0.6391805
11.483848,0.634207
11.516106,0.6292335
11.548364,0.6240885
11.580622,0.619115
11.61288,0.614313
11.645138,0.609168
11.677396,0.604366
11.709654,0.6000785
11.741912,0.596477
11.77417,0.594076
11.806428,0.5932185
11.838686,0.5932185
11.870944,0.594762
11.903202,0.597849
11.93546,0.602308
11.967718,0.6079675
11.999976,0.614656
12.032234,0.6227165
12.064492,0.6309485
12.09675,0.6395235
12.129008,0.6480985
12.161266,0.6559875
12.193524,0.6631905
12.225782,0.6686785
12.25804,0.672623
12.290298,0.6748525
12.322556,0.675367
12.354814,0.6738235
12.387072,0.6703935
12.41933,0.6652485
12.451588,0.6601035
12.483846,0.65513
12.516104,0.649985
12.548362,0.645183
12.58062,0.640038
12.612878,0.634893
12.645136,0.6299195
12.677394,0.6247745
12.709652,0.619801
12.74191,0.614999
12.774168,0.610197
12.806426,0.605738
12.838684,0.601965
12.870942,0.598878
12.9032,0.597163
12.935458,0.596477
12.967716,0.5969915
12.999974,0.5987065
13.032232,0.6017935
13.06449,0.6059095
13.096748,0.611569
13.129006,0.6174
13.161264,0.623917
13.193522,0.630777
13.22578,0.6378085
13.258038,0.64484
13.290296,0.652043
13.322554,0.6580455
13.354812,0.663019
13.38707,0.6669635
13.419328,0.6697075
13.451586,0.671594
13.483844,0.671251
13.516102,0.6690215
13.54836,0.664734
13.580618,0.659589
13.612876,0.654444
13.645134,0.649985
13.677392,0.64484
13.70965,0.6398665
13.741908,0.6347215
13.774166,0.6295765
13.806424,0.6251175
13.838682,0.6196295
13.87094,0.614999
13.903198,0.6100255
13.935456,0.6052235
13.967714,0.6007645
13.999972,0.5969915
14.03223,0.5945905
14.064488,0.5928755
14.096746,0.5925325
14.129004,0.5935615
14.161262,0.5959625
14.19352,0.6000785
14.225778,0.6062525
14.258036,0.613284
14.290294,0.6213445
14.322552,0.6295765
14.35481,0.637637
14.387068,0.6456975
14.419326,0.6525575
14.451584,0.6587315
14.483842,0.664048
14.5161,0.6679925
14.548358,0.6703935
14.580616,0.6717655
14.612874,0.6714225
14.645132,0.6690215
14.67739,0.66542
14.709648,0.660275
14.741906,0.65513
14.774164,0.6504995
14.806422,0.6453545
14.83868,0.640381
14.870938,0.635236
14.903196,0.630091
14.935454,0.625289
14.967712,0.620144
14.99997,0.614999
15.032228,0.6100255
15.064486,0.605052
15.096744,0.599907
15.129002,0.595448
15.16126,0.591332
15.193518,0.588245
15.225776,0.5863585
15.258034,0.585844
15.290292,0.5877305
15.32255,0.5908175
15.354808,0.595791
15.387066,0.602651
15.419324,0.610883
15.451582,0.620144
15.48384,0.6306055
15.516098,0.6408955
15.548356,0.6511855
15.580614,0.6611325
15.612872,0.6703935
15.64513,0.678454
15.677388,0.684971
15.709646,0.6896015
15.741904,0.692174
15.774162,0.6926885
15.80642,0.6909735
15.838678,0.6872005
15.870936,0.6820555
15.903194,0.677082
