"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
13.516102,0.5932185,0.214580276383,-0.479176092628
13.54836,0.599907,0.197449297676,-0.621987863335
13.580618,0.606081,0.175297170039,-0.784510964815
13.612876,0.6113975,0.146794765812,-0.942455950761
13.645134,0.615685,0.113418893504,-1.07140620499
13.677392,0.618772,0.0769417233279,-1.18077229832
13.70965,0.6206585,0.0385447020894,-1.31404632833
13.741908,0.621516,-0.00782708509861,-1.41870713624
13.774166,0.6203155,-0.0581862552614,-1.34240521066
13.806424,0.6175715,-0.10145674458,-1.03707033848
13.838682,0.613284,-0.128334659447,-0.618935786312
13.87094,0.608825,-0.138672319011,-0.274559762204
13.903198,0.6041945,-0.141921297731,-0.0665098451286
13.935456,0.599564,-0.140444489222,0.0384053025408
13.967714,0.595105,-0.137786233906,0.0709607907873
13.999972,0.590646,-0.134389574335,0.0497234215015
14.03223,0.58653,-0.133798850931,0.00139886863559
14.064488,0.582071,-0.135127978589,-0.0247981258128
14.096746,0.5777835,-0.136014063695,-0.0283588823397
14.129004,0.5733245,-0.137490872204,-0.010300759953
14.161262,0.5688655,-0.137343191353,0.0281045425878
14.19352,0.5644065,-0.135423340291,0.0592611621987
14.225778,0.560119,-0.132912765826,0.0705792811594
14.258036,0.5558315,-0.13040219136,0.0640936174853
14.290294,0.5517155,-0.128334659447,0.044509456587
14.322552,0.5475995,-0.127743936043,0.0371336037812
14.35481,0.5434835,-0.12715321264,0.075538906322
14.387068,0.5393675,-0.124937999876,0.183251791263
14.419326,0.5352515,-0.116815553076,0.339925078449
14.451584,0.53165,-0.102490510537,0.488332323698
14.483842,0.528563,-0.0843257658738,0.60952521549
14.5161,0.526162,-0.0635027658944,0.731608296415
14.548358,0.5242755,-0.0367725318784,0.841101559619
14.580616,0.523761,-0.00812244680045,0.923126129615
14.612874,0.523761,0.0217090850848,1.0300759953
14.645132,0.5249615,0.0577432127086,1.14325718491
14.67739,0.5273625,0.0976170424563,1.19043720889
14.709648,0.531307,0.136752467949,1.16614776258
14.741906,0.5362805,0.173081957275,1.11998509761
14.774164,0.5424545,0.209116084899,1.05996091615
14.806422,0.549829,0.242639638057,0.962548791164
14.83868,0.5582325,0.27202812739,0.833217027309
14.870938,0.5674935,0.296690829493,0.681630535161
14.903196,0.5774405,0.317513829472,0.478667413125
14.935454,0.588245,0.329032935844,0.224836340702
14.967712,0.598878,0.332134233713,-0.0438736072072
14.99997,0.609854,0.327113084782,-0.340179418201
15.032228,0.6203155,0.310277467777,-0.635976549691
15.064486,0.630091,0.284728680568,-0.892986869012
15.096744,0.6388375,0.252091212516,-1.12748812029
15.129002,0.646555,0.212069701917,-1.36160786194
15.16126,0.652729,0.163925744518,-1.59369288557
15.193518,0.657188,0.110760638188,-1.85210207352
15.225776,0.660275,0.0444519361261,-2.05430217631
15.258034,0.6604465,-0.0313083403945,-1.9252247522
15.290292,0.657874,-0.0933342977797,-1.37101843276
15.32255,0.653415,-0.123165829665,-0.69205846499
15.354808,0.649299,-0.129959148807,-0.238189177679
15.387066,0.6450115,-0.131435957316,-0.0312837894869
15.419324,0.640724,-0.129220744553,0.0396770013004
